Comment	Date	Processing	Marker2	file_name	analysis_set	plate	well	row	column	cell_passage	conc_first_treatment_nm	coumpound_ID	compound_first_treatment	conc_second_treatment	cell_type	compound_second_treatment	batch_reagent_first_treatment	batch_reagent_second_treatment	compound_pre_treatment	conc_pre_treatment	cell_number	comments_assay	batch_reagent_first_treatment_in_aggregate	batch_reagent_second_treatment_in_aggregate	treatment_annotation	Marker1	adjusted_Time	Marker0	adjusted_Marker2	experiment_phase	removal_check	curve_smoothing	baseline_average	baseline_average_raw	min_signal	baseline_norm_method	blank_test	blank_annotation	peak_height_normalizator	peak_height_normalizator_annotation	peak_height_normalization_method
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b1-1_20230421_384_9_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	I08	I	8	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L5-04_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-04_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	15255.028829901587	15255.028829901587	7344.984313668074	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a1-1_20230421_384_7_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	I08	I	8	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L5-04_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-04_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14703.99522579963	14703.99522579963	8229.29457353948	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b1-1_20230421_384_9_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	I08	I	8	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L5-04_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-04_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	15255.028829901587	15255.028829901587	7344.984313668074	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c1-1_20230421_384_11_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	I08	I	8	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L5-04_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-04_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14650.720259074815	14650.720259074815	7641.568990428411	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b2-1_20230421_384_10_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	I08	I	8	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L5-04_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-04_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	15255.028829901587	15255.028829901587	7344.984313668074	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c2-1_20230421_384_12_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	I08	I	8	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L5-04_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-04_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14650.720259074815	14650.720259074815	7641.568990428411	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a2-1_20230421_384_8_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	I08	I	8	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L5-04_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-04_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14703.99522579963	14703.99522579963	8229.29457353948	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b2-1_20230421_384_10_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	I08	I	8	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L5-04_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-04_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	15255.028829901587	15255.028829901587	7344.984313668074	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c2-1_20230421_384_12_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	I08	I	8	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L5-04_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-04_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	14650.720259074815	14650.720259074815	7641.568990428411	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a2-1_20230421_384_8_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	I08	I	8	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-Nle-L5-04_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-04_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	14703.99522579963	14703.99522579963	8229.29457353948	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c1-1_20230421_384_11_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	I09	I	9	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L5-05_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-05_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14755.102400444062	14755.102400444062	7216.771274052316	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a1-1_20230421_384_7_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	I09	I	9	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L5-05_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-05_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14504.333326236392	14504.333326236392	7294.0816474921285	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b1-1_20230421_384_9_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	I09	I	9	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L5-05_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-05_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14918.831507487754	14918.831507487754	8742.9992249605	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a1-1_20230421_384_7_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	I09	I	9	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L5-05_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-05_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14504.333326236392	14504.333326236392	7294.0816474921285	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b1-1_20230421_384_9_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	I09	I	9	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L5-05_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-05_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14918.831507487754	14918.831507487754	8742.9992249605	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c1-1_20230421_384_11_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	I09	I	9	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L5-05_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-05_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14755.102400444062	14755.102400444062	7216.771274052316	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b2-1_20230421_384_10_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	I09	I	9	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L5-05_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-05_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14918.831507487754	14918.831507487754	8742.9992249605	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c2-1_20230421_384_12_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	I09	I	9	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L5-05_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-05_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14755.102400444062	14755.102400444062	7216.771274052316	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a2-1_20230421_384_8_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	I09	I	9	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L5-05_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-05_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14504.333326236392	14504.333326236392	7294.0816474921285	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b2-1_20230421_384_10_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	I09	I	9	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L5-05_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-05_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	14918.831507487754	14918.831507487754	8742.9992249605	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c2-1_20230421_384_12_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	I09	I	9	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L5-05_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-05_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	14755.102400444062	14755.102400444062	7216.771274052316	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a2-1_20230421_384_8_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	I09	I	9	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-Nle-L5-05_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-05_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	14504.333326236392	14504.333326236392	7294.0816474921285	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c1-1_20230421_384_11_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	J01	J	1	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-01_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-01_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14192.21684905652	14192.21684905652	6703.307597036219	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a1-1_20230421_384_7_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	J01	J	1	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-01_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-01_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14387.60740587157	14387.60740587157	6686.868176642211	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b1-1_20230421_384_9_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	J01	J	1	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-01_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-01_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	13595.308465666558	13595.308465666558	6244.568984878618	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a1-1_20230421_384_7_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	J01	J	1	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-01_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-01_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14387.60740587157	14387.60740587157	6686.868176642211	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b1-1_20230421_384_9_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	J01	J	1	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-01_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-01_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	13595.308465666558	13595.308465666558	6244.568984878618	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c1-1_20230421_384_11_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	J01	J	1	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-01_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-01_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14192.21684905652	14192.21684905652	6703.307597036219	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b2-1_20230421_384_10_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	J01	J	1	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-01_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-01_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	13595.308465666558	13595.308465666558	6244.568984878618	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c2-1_20230421_384_12_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	J01	J	1	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-01_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-01_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14192.21684905652	14192.21684905652	6703.307597036219	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a2-1_20230421_384_8_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	J01	J	1	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-01_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-01_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14387.60740587157	14387.60740587157	6686.868176642211	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b2-1_20230421_384_10_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	J01	J	1	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-01_Multiplex2023Mar	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Mar	Pur-2021May	XXXX-Nle-L5-01_Multiplex2023Mar + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	13595.308465666558	13595.308465666558	6244.568984878618	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
